id,name,score1,score2
2137,Student_2137,96,92
2138,Student_2138,87,73
2139,Student_2139,74,51
2140,Student_2140,83,77
2141,Student_2141,57,59
2142,Student_2142,78,92
2143,Student_2143,78,71
2144,Student_2144,53,91
2145,Student_2145,79,86
2146,Student_2146,96,73
2147,Student_2147,71,61
2148,Student_2148,99,59
2149,Student_2149,73,56
2150,Student_2150,73,95
2151,Student_2151,90,89
2152,Student_2152,71,53
2153,Student_2153,66,89
2154,Student_2154,57,89
2155,Student_2155,86,89
2156,Student_2156,74,66
2157,Student_2157,56,67
2158,Student_2158,99,72
2159,Student_2159,77,76
2160,Student_2160,90,95
2161,Student_2161,87,51
2162,Student_2162,90,97
2163,Student_2163,89,71
2164,Student_2164,84,64
2165,Student_2165,75,55
2166,Student_2166,57,78
2167,Student_2167,81,96
2168,Student_2168,75,83
2169,Student_2169,69,69
2170,Student_2170,69,53
2171,Student_2171,56,84
2172,Student_2172,77,63
2173,Student_2173,88,77
2174,Student_2174,93,99
2175,Student_2175,59,65
2176,Student_2176,70,60
2177,Student_2177,58,54
2178,Student_2178,67,64
2179,Student_2179,74,99
2180,Student_2180,97,60
2181,Student_2181,90,91
2182,Student_2182,94,93
2183,Student_2183,94,74
2184,Student_2184,66,74
2185,Student_2185,61,62
2186,Student_2186,65,88
2187,Student_2187,86,77
2188,Student_2188,95,67
2189,Student_2189,99,84
2190,Student_2190,79,65
2191,Student_2191,51,77
2192,Student_2192,78,66
2193,Student_2193,66,85
2194,Student_2194,95,91
2195,Student_2195,81,80
2196,Student_2196,56,83
2197,Student_2197,61,59
2198,Student_2198,61,70
2199,Student_2199,52,68
2200,Student_2200,83,99
2201,Student_2201,63,80
2202,Student_2202,100,87
2203,Student_2203,68,51
2204,Student_2204,72,69
2205,Student_2205,92,79
2206,Student_2206,50,80
2207,Student_2207,72,57
2208,Student_2208,77,90
2209,Student_2209,95,83
2210,Student_2210,96,98
2211,Student_2211,61,64
2212,Student_2212,100,51
2213,Student_2213,82,89
2214,Student_2214,93,94
2215,Student_2215,63,75
2216,Student_2216,61,63
2217,Student_2217,96,59
2218,Student_2218,52,86
2219,Student_2219,68,50
2220,Student_2220,69,75
2221,Student_2221,63,94
2222,Student_2222,79,91
2223,Student_2223,83,84
2224,Student_2224,99,77
2225,Student_2225,74,100
2226,Student_2226,61,95
2227,Student_2227,78,66
2228,Student_2228,76,98
2229,Student_2229,70,82
2230,Student_2230,86,61
2231,Student_2231,86,88
2232,Student_2232,95,84
2233,Student_2233,79,98
2234,Student_2234,94,91
2235,Student_2235,92,83
2236,Student_2236,66,80
2237,Student_2237,63,66
2238,Student_2238,70,98
2239,Student_2239,87,75
2240,Student_2240,77,79
2241,Student_2241,97,63
2242,Student_2242,56,80
2243,Student_2243,92,74
2244,Student_2244,51,83
2245,Student_2245,57,71
2246,Student_2246,56,88
2247,Student_2247,53,92
2248,Student_2248,89,63
2249,Student_2249,81,53
2250,Student_2250,98,97
2251,Student_2251,56,90
2252,Student_2252,68,84
2253,Student_2253,63,84
2254,Student_2254,100,80
2255,Student_2255,75,74
2256,Student_2256,83,88
2257,Student_2257,96,78
2258,Student_2258,57,59
2259,Student_2259,99,72
2260,Student_2260,90,99
2261,Student_2261,76,95
2262,Student_2262,87,53
2263,Student_2263,67,53
2264,Student_2264,100,55
2265,Student_2265,51,93
2266,Student_2266,83,69
2267,Student_2267,55,77
2268,Student_2268,100,96
2269,Student_2269,95,51
2270,Student_2270,57,98
2271,Student_2271,90,74
2272,Student_2272,79,75
2273,Student_2273,96,84
2274,Student_2274,79,50
2275,Student_2275,73,61
2276,Student_2276,93,88
2277,Student_2277,89,63
2278,Student_2278,79,98
2279,Student_2279,84,96
2280,Student_2280,54,71
2281,Student_2281,95,50
2282,Student_2282,52,59
2283,Student_2283,62,70
2284,Student_2284,57,100
2285,Student_2285,91,57
2286,Student_2286,85,74
2287,Student_2287,72,98
2288,Student_2288,51,55
2289,Student_2289,98,100
2290,Student_2290,53,53
2291,Student_2291,92,86
2292,Student_2292,93,59
2293,Student_2293,76,74
2294,Student_2294,71,83
2295,Student_2295,82,80
2296,Student_2296,96,61
2297,Student_2297,89,81
2298,Student_2298,90,65
2299,Student_2299,59,71
2300,Student_2300,72,63
2301,Student_2301,71,71
2302,Student_2302,59,62
2303,Student_2303,53,65
2304,Student_2304,65,59
2305,Student_2305,85,50
2306,Student_2306,58,84
2307,Student_2307,76,90
2308,Student_2308,87,99
2309,Student_2309,55,84
2310,Student_2310,54,58
2311,Student_2311,65,71
2312,Student_2312,57,62
2313,Student_2313,98,50
2314,Student_2314,83,91
2315,Student_2315,59,71
2316,Student_2316,69,50
2317,Student_2317,68,99
2318,Student_2318,56,100
2319,Student_2319,68,89
2320,Student_2320,60,74
2321,Student_2321,87,85
2322,Student_2322,68,85
2323,Student_2323,81,51
2324,Student_2324,98,68
2325,Student_2325,79,90
2326,Student_2326,98,90
2327,Student_2327,54,55
2328,Student_2328,87,73
2329,Student_2329,72,82
2330,Student_2330,53,98
2331,Student_2331,63,62
2332,Student_2332,81,55
2333,Student_2333,68,67
2334,Student_2334,66,61
2335,Student_2335,86,56
2336,Student_2336,73,94
2337,Student_2337,63,74
2338,Student_2338,60,97
2339,Student_2339,74,84
2340,Student_2340,64,83
2341,Student_2341,99,99
2342,Student_2342,90,54
2343,Student_2343,55,89
2344,Student_2344,85,94
2345,Student_2345,96,70
2346,Student_2346,64,65
2347,Student_2347,57,76
2348,Student_2348,100,95
2349,Student_2349,81,89
2350,Student_2350,90,88
2351,Student_2351,70,54
2352,Student_2352,75,98
2353,Student_2353,91,71
2354,Student_2354,51,88
2355,Student_2355,86,93
2356,Student_2356,62,84
2357,Student_2357,69,59
2358,Student_2358,96,92
2359,Student_2359,89,75
2360,Student_2360,70,54
2361,Student_2361,74,74
2362,Student_2362,55,95
2363,Student_2363,74,56
2364,Student_2364,52,56
2365,Student_2365,52,68
2366,Student_2366,96,99
2367,Student_2367,77,51
2368,Student_2368,96,51
2369,Student_2369,83,61
2370,Student_2370,62,62
2371,Student_2371,100,59
2372,Student_2372,83,90
2373,Student_2373,60,100
2374,Student_2374,52,98
2375,Student_2375,79,65
2376,Student_2376,73,73
2377,Student_2377,80,76
2378,Student_2378,58,64
2379,Student_2379,75,95
2380,Student_2380,96,98
2381,Student_2381,87,94
2382,Student_2382,65,56
2383,Student_2383,68,63
2384,Student_2384,96,53
2385,Student_2385,89,93
2386,Student_2386,63,71
2387,Student_2387,57,81
2388,Student_2388,57,71
2389,Student_2389,65,52
2390,Student_2390,50,79
2391,Student_2391,71,96
2392,Student_2392,99,69
2393,Student_2393,65,52
2394,Student_2394,67,73
2395,Student_2395,92,82
2396,Student_2396,87,84
2397,Student_2397,71,79
2398,Student_2398,64,52
2399,Student_2399,59,64
2400,Student_2400,80,85
2401,Student_2401,57,58
2402,Student_2402,64,75
2403,Student_2403,53,56
2404,Student_2404,80,64
2405,Student_2405,55,51
2406,Student_2406,85,67
2407,Student_2407,50,97
2408,Student_2408,76,95
2409,Student_2409,71,50
2410,Student_2410,61,71
2411,Student_2411,77,100
2412,Student_2412,93,74
2413,Student_2413,92,99
2414,Student_2414,76,71
2415,Student_2415,90,85
2416,Student_2416,82,72
2417,Student_2417,85,75
2418,Student_2418,92,68
2419,Student_2419,90,79
2420,Student_2420,55,50
2421,Student_2421,84,89
2422,Student_2422,85,66
2423,Student_2423,59,79
2424,Student_2424,74,51
2425,Student_2425,87,100
2426,Student_2426,74,67
2427,Student_2427,62,77
2428,Student_2428,60,98
2429,Student_2429,53,61
2430,Student_2430,66,61
2431,Student_2431,99,75
2432,Student_2432,67,83
2433,Student_2433,50,94
2434,Student_2434,64,54
2435,Student_2435,87,54
2436,Student_2436,58,86
2437,Student_2437,80,58
2438,Student_2438,54,100
2439,Student_2439,62,67
2440,Student_2440,53,91
2441,Student_2441,64,68
2442,Student_2442,70,58
2443,Student_2443,74,51
2444,Student_2444,79,73
2445,Student_2445,95,53
2446,Student_2446,71,76
2447,Student_2447,61,65
2448,Student_2448,92,80
2449,Student_2449,92,62
2450,Student_2450,97,68
2451,Student_2451,84,66
2452,Student_2452,99,84
2453,Student_2453,53,56
2454,Student_2454,63,55
2455,Student_2455,89,85
2456,Student_2456,53,58
2457,Student_2457,82,58
2458,Student_2458,51,76
2459,Student_2459,92,79
2460,Student_2460,57,66
2461,Student_2461,54,73
2462,Student_2462,85,53
2463,Student_2463,85,59
2464,Student_2464,100,60
2465,Student_2465,99,84
2466,Student_2466,54,85
2467,Student_2467,60,98
2468,Student_2468,69,58
2469,Student_2469,85,62
2470,Student_2470,95,52
2471,Student_2471,56,100
2472,Student_2472,50,61
2473,Student_2473,53,51
2474,Student_2474,75,81
2475,Student_2475,53,87
2476,Student_2476,53,52
2477,Student_2477,62,100
2478,Student_2478,56,50
2479,Student_2479,97,58
2480,Student_2480,87,62
2481,Student_2481,96,61
2482,Student_2482,55,72
2483,Student_2483,61,52
2484,Student_2484,95,98
2485,Student_2485,51,94
2486,Student_2486,87,84
2487,Student_2487,83,88
2488,Student_2488,64,71
2489,Student_2489,58,57
2490,Student_2490,97,53
2491,Student_2491,70,71
2492,Student_2492,67,76
2493,Student_2493,68,84
2494,Student_2494,87,98
2495,Student_2495,50,74
2496,Student_2496,96,67
2497,Student_2497,78,61
2498,Student_2498,79,65
2499,Student_2499,94,86
2500,Student_2500,67,96
2501,Student_2501,92,58
2502,Student_2502,87,79
2503,Student_2503,60,90
2504,Student_2504,63,89
2505,Student_2505,51,93
2506,Student_2506,60,83
2507,Student_2507,98,60
2508,Student_2508,89,76
2509,Student_2509,86,80
2510,Student_2510,70,67
2511,Student_2511,89,55
2512,Student_2512,76,62
2513,Student_2513,77,54
2514,Student_2514,50,54
2515,Student_2515,54,99
2516,Student_2516,100,83
2517,Student_2517,79,84
2518,Student_2518,84,56
2519,Student_2519,71,97
2520,Student_2520,60,59
2521,Student_2521,74,98
2522,Student_2522,96,75
2523,Student_2523,58,98
2524,Student_2524,80,93
2525,Student_2525,91,74
2526,Student_2526,94,87
2527,Student_2527,79,77
2528,Student_2528,94,58
2529,Student_2529,61,65
2530,Student_2530,80,52
2531,Student_2531,85,67
2532,Student_2532,60,53
2533,Student_2533,77,62
2534,Student_2534,97,76
2535,Student_2535,93,100
2536,Student_2536,53,79
2537,Student_2537,78,70
2538,Student_2538,84,58
2539,Student_2539,77,56
2540,Student_2540,96,56
2541,Student_2541,80,65
2542,Student_2542,54,67
2543,Student_2543,79,66
2544,Student_2544,67,94
2545,Student_2545,70,88
2546,Student_2546,62,52
2547,Student_2547,93,87
2548,Student_2548,77,85
2549,Student_2549,83,69
2550,Student_2550,87,95
2551,Student_2551,65,63
2552,Student_2552,77,66
2553,Student_2553,72,74
2554,Student_2554,72,66
2555,Student_2555,50,91
2556,Student_2556,73,100
2557,Student_2557,69,87
2558,Student_2558,50,81
2559,Student_2559,54,74
2560,Student_2560,62,97
2561,Student_2561,98,81
2562,Student_2562,66,73
2563,Student_2563,55,66
2564,Student_2564,52,88
2565,Student_2565,56,54
2566,Student_2566,70,70
2567,Student_2567,86,94
2568,Student_2568,90,59
2569,Student_2569,93,98
2570,Student_2570,90,52
2571,Student_2571,95,77
2572,Student_2572,83,78
2573,Student_2573,91,63
2574,Student_2574,68,57
2575,Student_2575,80,65
2576,Student_2576,100,78
2577,Student_2577,99,73
2578,Student_2578,66,58
2579,Student_2579,50,58
2580,Student_2580,90,93
2581,Student_2581,97,90
2582,Student_2582,79,52
2583,Student_2583,85,78
2584,Student_2584,90,69
2585,Student_2585,83,62
2586,Student_2586,80,58
2587,Student_2587,95,84
2588,Student_2588,82,51
2589,Student_2589,88,72
2590,Student_2590,55,56
2591,Student_2591,50,86
2592,Student_2592,70,94
2593,Student_2593,81,82
2594,Student_2594,66,63
2595,Student_2595,62,59
2596,Student_2596,79,100
2597,Student_2597,81,80
2598,Student_2598,69,81
2599,Student_2599,94,52
2600,Student_2600,86,60
2601,Student_2601,66,74
2602,Student_2602,86,57
2603,Student_2603,64,79
2604,Student_2604,64,53
2605,Student_2605,66,96
2606,Student_2606,99,82
2607,Student_2607,84,57
2608,Student_2608,50,99
2609,Student_2609,59,79
2610,Student_2610,80,91
2611,Student_2611,93,84
2612,Student_2612,91,56
2613,Student_2613,70,92
2614,Student_2614,74,75
2615,Student_2615,68,53
2616,Student_2616,63,61
2617,Student_2617,91,63
2618,Student_2618,71,60
2619,Student_2619,51,55
2620,Student_2620,55,53
2621,Student_2621,83,97
2622,Student_2622,50,79
2623,Student_2623,77,54
2624,Student_2624,54,87
2625,Student_2625,81,89
2626,Student_2626,53,60
2627,Student_2627,52,64
2628,Student_2628,88,77
2629,Student_2629,86,87
2630,Student_2630,71,81
2631,Student_2631,73,78
2632,Student_2632,83,54
2633,Student_2633,77,62
2634,Student_2634,86,95
2635,Student_2635,53,50
2636,Student_2636,79,57
2637,Student_2637,95,89
2638,Student_2638,61,51
2639,Student_2639,92,88
2640,Student_2640,93,99
2641,Student_2641,66,76
2642,Student_2642,75,72
2643,Student_2643,55,78
2644,Student_2644,82,76
2645,Student_2645,84,62
2646,Student_2646,55,74
2647,Student_2647,68,73
2648,Student_2648,54,75
2649,Student_2649,68,52
2650,Student_2650,100,73
2651,Student_2651,97,85
2652,Student_2652,97,69
2653,Student_2653,97,60
2654,Student_2654,71,69
2655,Student_2655,57,51
2656,Student_2656,62,99
2657,Student_2657,80,75
2658,Student_2658,79,83
2659,Student_2659,80,96
2660,Student_2660,69,85
2661,Student_2661,92,75
2662,Student_2662,74,77
2663,Student_2663,64,75
2664,Student_2664,61,71
2665,Student_2665,70,98
2666,Student_2666,69,64
2667,Student_2667,55,62
2668,Student_2668,82,53
2669,Student_2669,53,69
2670,Student_2670,97,95
2671,Student_2671,100,58
2672,Student_2672,57,83
2673,Student_2673,56,80
2674,Student_2674,60,62
2675,Student_2675,97,70
2676,Student_2676,65,85
2677,Student_2677,50,61
2678,Student_2678,93,94
2679,Student_2679,66,97
2680,Student_2680,89,55
2681,Student_2681,94,53
2682,Student_2682,62,86
2683,Student_2683,69,90
2684,Student_2684,52,56
2685,Student_2685,66,72
2686,Student_2686,95,52
2687,Student_2687,57,67
2688,Student_2688,50,95
2689,Student_2689,54,83
2690,Student_2690,64,94
2691,Student_2691,60,57
2692,Student_2692,54,56
2693,Student_2693,81,65
2694,Student_2694,94,63
2695,Student_2695,54,61
2696,Student_2696,59,82
2697,Student_2697,74,56
2698,Student_2698,91,54
2699,Student_2699,74,66
2700,Student_2700,84,55
2701,Student_2701,100,73
2702,Student_2702,58,94
2703,Student_2703,73,73
2704,Student_2704,61,70
2705,Student_2705,77,83
2706,Student_2706,61,98
2707,Student_2707,78,73
2708,Student_2708,54,66
2709,Student_2709,70,88
2710,Student_2710,60,98
2711,Student_2711,50,86
2712,Student_2712,92,83
2713,Student_2713,83,77
2714,Student_2714,59,73
2715,Student_2715,84,79
2716,Student_2716,65,77
2717,Student_2717,93,52
2718,Student_2718,99,62
2719,Student_2719,94,85
2720,Student_2720,54,74
2721,Student_2721,55,71
2722,Student_2722,53,55
2723,Student_2723,60,66
2724,Student_2724,50,67
2725,Student_2725,50,55
2726,Student_2726,59,97
2727,Student_2727,97,55
2728,Student_2728,62,72
2729,Student_2729,61,51
2730,Student_2730,88,51
2731,Student_2731,52,55
2732,Student_2732,99,68
2733,Student_2733,69,69
2734,Student_2734,80,74
2735,Student_2735,95,73
2736,Student_2736,96,99
2737,Student_2737,67,72
2738,Student_2738,97,93
2739,Student_2739,67,99
2740,Student_2740,76,86
2741,Student_2741,59,92
2742,Student_2742,56,71
2743,Student_2743,83,66
2744,Student_2744,69,63
2745,Student_2745,85,79
2746,Student_2746,87,94
2747,Student_2747,78,62
2748,Student_2748,57,97
2749,Student_2749,81,53
2750,Student_2750,66,96
2751,Student_2751,85,81
2752,Student_2752,90,86
2753,Student_2753,94,55
2754,Student_2754,67,98
2755,Student_2755,69,64
2756,Student_2756,93,92
2757,Student_2757,66,95
2758,Student_2758,67,65
2759,Student_2759,63,51
2760,Student_2760,96,67
2761,Student_2761,72,72
2762,Student_2762,97,70
2763,Student_2763,57,81
2764,Student_2764,81,99
2765,Student_2765,64,81
2766,Student_2766,52,79
2767,Student_2767,54,50
2768,Student_2768,53,88
2769,Student_2769,84,72
2770,Student_2770,77,96
2771,Student_2771,87,63
2772,Student_2772,60,80
2773,Student_2773,54,97
2774,Student_2774,66,86
2775,Student_2775,84,70
2776,Student_2776,77,50
2777,Student_2777,68,92
2778,Student_2778,61,94
2779,Student_2779,67,60
2780,Student_2780,75,100
2781,Student_2781,73,70
2782,Student_2782,90,65
2783,Student_2783,81,92
2784,Student_2784,100,58
2785,Student_2785,54,91
2786,Student_2786,56,88
2787,Student_2787,95,65
2788,Student_2788,93,65
2789,Student_2789,68,81
2790,Student_2790,66,94
2791,Student_2791,63,79
2792,Student_2792,58,75
2793,Student_2793,60,90
2794,Student_2794,52,58
2795,Student_2795,79,61
2796,Student_2796,91,93
2797,Student_2797,94,73
2798,Student_2798,88,50
2799,Student_2799,56,65
2800,Student_2800,95,54
2801,Student_2801,54,88
2802,Student_2802,71,85
2803,Student_2803,100,57
2804,Student_2804,92,70
2805,Student_2805,80,66
2806,Student_2806,90,98
2807,Student_2807,77,93
2808,Student_2808,86,83
2809,Student_2809,82,61
2810,Student_2810,52,71
2811,Student_2811,76,99
2812,Student_2812,84,89
2813,Student_2813,97,52
2814,Student_2814,93,81
2815,Student_2815,52,94
2816,Student_2816,66,96
2817,Student_2817,90,62
2818,Student_2818,94,78
2819,Student_2819,83,87
2820,Student_2820,98,100
2821,Student_2821,74,83
2822,Student_2822,97,51
2823,Student_2823,66,71
2824,Student_2824,55,80
2825,Student_2825,100,60
2826,Student_2826,83,78
2827,Student_2827,85,80
2828,Student_2828,80,85
2829,Student_2829,91,61
2830,Student_2830,78,55
2831,Student_2831,61,61
2832,Student_2832,52,87
2833,Student_2833,75,65
2834,Student_2834,69,86
2835,Student_2835,90,58
2836,Student_2836,89,62
2837,Student_2837,90,83
2838,Student_2838,66,68
2839,Student_2839,53,61
2840,Student_2840,91,95
2841,Student_2841,88,69
2842,Student_2842,99,62
2843,Student_2843,92,73
2844,Student_2844,79,57
2845,Student_2845,98,75
2846,Student_2846,60,51
2847,Student_2847,67,64
2848,Student_2848,89,75
2849,Student_2849,84,72
2850,Student_2850,73,59
2851,Student_2851,64,75
2852,Student_2852,75,71
2853,Student_2853,57,69
2854,Student_2854,87,64
2855,Student_2855,89,71
2856,Student_2856,58,90
2857,Student_2857,90,75
2858,Student_2858,76,78
2859,Student_2859,93,64
2860,Student_2860,80,62
2861,Student_2861,72,60
2862,Student_2862,66,92
2863,Student_2863,84,55
2864,Student_2864,67,57
2865,Student_2865,89,82
2866,Student_2866,93,63
2867,Student_2867,53,87
2868,Student_2868,52,83
2869,Student_2869,99,70
2870,Student_2870,55,91
2871,Student_2871,99,80
2872,Student_2872,79,73
2873,Student_2873,69,73
2874,Student_2874,59,82
2875,Student_2875,99,77
2876,Student_2876,99,79
2877,Student_2877,67,77
2878,Student_2878,74,95
2879,Student_2879,56,79
2880,Student_2880,91,96
2881,Student_2881,60,67
2882,Student_2882,85,72
2883,Student_2883,80,88
2884,Student_2884,60,81
2885,Student_2885,62,60
2886,Student_2886,58,60
2887,Student_2887,66,95
2888,Student_2888,71,64
2889,Student_2889,98,82
2890,Student_2890,64,86
2891,Student_2891,81,82
2892,Student_2892,58,76
2893,Student_2893,92,57
2894,Student_2894,92,62
2895,Student_2895,100,54
2896,Student_2896,91,86
2897,Student_2897,89,60
2898,Student_2898,72,63
2899,Student_2899,66,62
2900,Student_2900,61,72
2901,Student_2901,54,70
2902,Student_2902,62,80
2903,Student_2903,87,50
2904,Student_2904,89,91
2905,Student_2905,68,60
2906,Student_2906,56,82
2907,Student_2907,98,53
2908,Student_2908,72,72
2909,Student_2909,72,96
2910,Student_2910,62,82
2911,Student_2911,93,100
2912,Student_2912,62,50
2913,Student_2913,85,61
2914,Student_2914,70,98
2915,Student_2915,53,52
2916,Student_2916,55,96
2917,Student_2917,91,78
2918,Student_2918,91,77
2919,Student_2919,59,75
2920,Student_2920,71,78
2921,Student_2921,59,50
2922,Student_2922,79,54
2923,Student_2923,85,56
2924,Student_2924,95,67
2925,Student_2925,82,63
2926,Student_2926,71,58
2927,Student_2927,60,64
2928,Student_2928,51,60
2929,Student_2929,73,89
2930,Student_2930,53,83
2931,Student_2931,87,100
2932,Student_2932,91,65
2933,Student_2933,99,52
2934,Student_2934,52,73
2935,Student_2935,98,52
2936,Student_2936,60,87
2937,Student_2937,83,100
2938,Student_2938,85,72
2939,Student_2939,56,79
2940,Student_2940,93,88
2941,Student_2941,85,74
2942,Student_2942,63,74
2943,Student_2943,86,97
2944,Student_2944,90,67
2945,Student_2945,94,78
2946,Student_2946,65,83
2947,Student_2947,77,91
2948,Student_2948,56,76
2949,Student_2949,67,68
2950,Student_2950,55,54
2951,Student_2951,91,53
2952,Student_2952,81,83
2953,Student_2953,69,86
2954,Student_2954,54,95
2955,Student_2955,86,67
2956,Student_2956,71,77
2957,Student_2957,57,75
2958,Student_2958,79,84
2959,Student_2959,59,62
2960,Student_2960,90,79
2961,Student_2961,92,93
2962,Student_2962,63,90
2963,Student_2963,82,69
2964,Student_2964,76,79
2965,Student_2965,60,84
2966,Student_2966,92,95
2967,Student_2967,83,98
2968,Student_2968,98,63
2969,Student_2969,80,69
2970,Student_2970,75,53
2971,Student_2971,72,58
2972,Student_2972,100,52
2973,Student_2973,77,75
2974,Student_2974,73,100
2975,Student_2975,67,92
2976,Student_2976,65,100
2977,Student_2977,50,81
2978,Student_2978,92,72
2979,Student_2979,78,79
2980,Student_2980,96,57
2981,Student_2981,92,66
2982,Student_2982,81,77
2983,Student_2983,50,77
2984,Student_2984,58,96
2985,Student_2985,99,81
2986,Student_2986,66,83
2987,Student_2987,57,95
2988,Student_2988,78,90
2989,Student_2989,93,71
2990,Student_2990,56,53
2991,Student_2991,59,98
2992,Student_2992,91,70
2993,Student_2993,54,51
2994,Student_2994,61,58
2995,Student_2995,82,99
2996,Student_2996,56,96
2997,Student_2997,97,95
2998,Student_2998,84,80
2999,Student_2999,53,82
3000,Student_3000,98,71
3001,Student_3001,59,64
3002,Student_3002,98,58
3003,Student_3003,64,68
3004,Student_3004,80,75
3005,Student_3005,63,66
3006,Student_3006,81,52
3007,Student_3007,99,66
3008,Student_3008,66,73
3009,Student_3009,67,58
3010,Student_3010,76,89
3011,Student_3011,98,86
3012,Student_3012,63,76
3013,Student_3013,75,95
3014,Student_3014,75,87
3015,Student_3015,53,50
3016,Student_3016,85,93
3017,Student_3017,81,90
3018,Student_3018,98,58
3019,Student_3019,66,88
3020,Student_3020,83,92
3021,Student_3021,50,68
3022,Student_3022,93,58
3023,Student_3023,92,81
3024,Student_3024,53,97
3025,Student_3025,89,60
3026,Student_3026,86,54
3027,Student_3027,72,59
3028,Student_3028,99,77
3029,Student_3029,65,90
3030,Student_3030,69,94
3031,Student_3031,62,69
3032,Student_3032,93,74
3033,Student_3033,85,63
3034,Student_3034,60,94
3035,Student_3035,61,96
3036,Student_3036,61,70
3037,Student_3037,54,73
3038,Student_3038,52,92
3039,Student_3039,94,64
3040,Student_3040,66,52
3041,Student_3041,66,83
3042,Student_3042,64,79
3043,Student_3043,70,75
3044,Student_3044,97,67
3045,Student_3045,73,69
3046,Student_3046,81,100
3047,Student_3047,62,60
3048,Student_3048,60,95
3049,Student_3049,70,95
3050,Student_3050,56,73
3051,Student_3051,80,78
3052,Student_3052,89,56
3053,Student_3053,99,82
3054,Student_3054,80,77
3055,Student_3055,76,57
3056,Student_3056,85,61
3057,Student_3057,67,84
3058,Student_3058,80,75
3059,Student_3059,62,83
3060,Student_3060,63,97
3061,Student_3061,74,62
3062,Student_3062,62,56
3063,Student_3063,52,84
3064,Student_3064,59,91
3065,Student_3065,57,95
3066,Student_3066,85,88
3067,Student_3067,99,95
3068,Student_3068,82,93
3069,Student_3069,62,99
3070,Student_3070,83,74
3071,Student_3071,54,88
3072,Student_3072,64,58
3073,Student_3073,63,95
3074,Student_3074,83,93
3075,Student_3075,91,65
3076,Student_3076,91,77
3077,Student_3077,53,58
3078,Student_3078,61,94
3079,Student_3079,69,74
3080,Student_3080,100,82
3081,Student_3081,84,70
3082,Student_3082,89,62
3083,Student_3083,59,93
3084,Student_3084,98,79
3085,Student_3085,76,57
3086,Student_3086,97,72
3087,Student_3087,94,86
3088,Student_3088,76,89
3089,Student_3089,62,75
3090,Student_3090,82,62
3091,Student_3091,91,86
3092,Student_3092,85,76
3093,Student_3093,55,69
3094,Student_3094,92,78
3095,Student_3095,99,54
3096,Student_3096,59,72
3097,Student_3097,99,93
3098,Student_3098,86,69
3099,Student_3099,58,63
3100,Student_3100,84,58
3101,Student_3101,57,82
3102,Student_3102,81,51
3103,Student_3103,100,99
3104,Student_3104,59,78
3105,Student_3105,68,51
3106,Student_3106,66,65
3107,Student_3107,95,92
3108,Student_3108,50,69
3109,Student_3109,97,83
3110,Student_3110,63,60
3111,Student_3111,73,95
3112,Student_3112,69,75
3113,Student_3113,54,60
3114,Student_3114,69,84
3115,Student_3115,83,77
3116,Student_3116,84,55
3117,Student_3117,76,99
3118,Student_3118,75,54
3119,Student_3119,95,56
3120,Student_3120,100,72
3121,Student_3121,83,74
3122,Student_3122,80,93
3123,Student_3123,63,79
3124,Student_3124,53,75
3125,Student_3125,71,91
3126,Student_3126,92,86
3127,Student_3127,97,71
3128,Student_3128,74,88
3129,Student_3129,78,85
3130,Student_3130,52,78
3131,Student_3131,51,73
3132,Student_3132,59,62
3133,Student_3133,63,60
3134,Student_3134,89,66
3135,Student_3135,94,97
3136,Student_3136,69,51
3137,Student_3137,77,86
3138,Student_3138,71,92
3139,Student_3139,98,54
3140,Student_3140,54,53
3141,Student_3141,76,89
3142,Student_3142,63,58
3143,Student_3143,76,54
3144,Student_3144,64,94
3145,Student_3145,92,78
3146,Student_3146,64,71
3147,Student_3147,94,78
3148,Student_3148,77,52
3149,Student_3149,79,72
3150,Student_3150,98,58
3151,Student_3151,52,82
3152,Student_3152,78,54
3153,Student_3153,66,73
3154,Student_3154,62,98
3155,Student_3155,86,80
3156,Student_3156,54,60
3157,Student_3157,76,96
3158,Student_3158,50,87
3159,Student_3159,67,90
3160,Student_3160,63,81
3161,Student_3161,92,66
3162,Student_3162,87,78
3163,Student_3163,77,75
3164,Student_3164,86,91
3165,Student_3165,61,83
3166,Student_3166,93,65
3167,Student_3167,86,87
3168,Student_3168,91,50
3169,Student_3169,96,86
3170,Student_3170,94,72
3171,Student_3171,63,60
3172,Student_3172,89,98
3173,Student_3173,67,54
3174,Student_3174,76,94
3175,Student_3175,53,72
3176,Student_3176,50,66
3177,Student_3177,56,69
3178,Student_3178,79,75
3179,Student_3179,80,53
3180,Student_3180,73,93
3181,Student_3181,74,65
3182,Student_3182,68,85
3183,Student_3183,79,67
3184,Student_3184,85,70
3185,Student_3185,85,51
3186,Student_3186,97,51
3187,Student_3187,59,92
3188,Student_3188,71,63
3189,Student_3189,78,61
3190,Student_3190,51,73
3191,Student_3191,59,63
3192,Student_3192,61,78
3193,Student_3193,60,93
3194,Student_3194,71,90
3195,Student_3195,91,98
3196,Student_3196,100,100
3197,Student_3197,95,80
3198,Student_3198,90,51
3199,Student_3199,65,75
3200,Student_3200,88,67
3201,Student_3201,82,91
3202,Student_3202,51,56
3203,Student_3203,62,97
3204,Student_3204,54,81
3205,Student_3205,54,88
3206,Student_3206,58,68
3207,Student_3207,94,51
3208,Student_3208,93,95
3209,Student_3209,65,88
3210,Student_3210,55,95
3211,Student_3211,89,88
3212,Student_3212,75,54
